Geo_GEOID,Origin_Native_Born,Origin_Foreign_Born,Origin_Foreign_Origin_Naturalized_Citizen,Origin_Foreign_Origin_Not_a_Citizen
14000US36047049600,2527,1566,719,847
14000US36047049700,2094,623,334,289
14000US36047049800,2511,1628,1246,382
14000US36047049900,1261,524,258,266
14000US36047050000,2881,1072,706,366
14000US36047050100,2615,562,284,278
14000US36047050202,2154,369,181,188
14000US36047050300,2102,568,251,317
14000US36047050400,3618,1123,923,200
14000US36047050500,3006,1003,602,401
14000US36047050600,2985,2220,1353,867
14000US36047050700,2760,303,202,101
14000US36047050801,1951,2124,1324,800
14000US36047050803,1662,860,615,245
14000US36047050804,3779,2304,1363,941
14000US36047050900,5053,387,195,192
14000US36047051001,2117,1975,1123,852
14000US36047051002,2832,2026,1311,715
14000US36047051100,2835,1498,779,719
14000US36047051200,3915,2021,846,1175
14000US36047051300,3923,1474,628,846
14000US36047051400,4505,3329,1690,1639
14000US36047051500,1910,533,216,317
14000US36047051601,3335,1917,1093,824
14000US36047051602,1959,1936,1164,772
14000US36047051700,1743,838,260,578
14000US36047051800,1834,1494,1068,426
14000US36047051900,3599,1467,778,689
14000US36047052000,2446,1428,889,539
14000US36047052300,3292,1562,846,716
14000US36047052500,2789,481,418,63
14000US36047052600,2712,1779,1208,571
14000US36047052700,4683,1807,920,887
14000US36047052800,1279,520,304,216
14000US36047052900,2918,525,406,119
14000US36047053000,2327,1733,818,915
14000US36047053100,8452,381,240,141
14000US36047053200,1996,793,480,313
14000US36047053300,5756,998,891,107
14000US36047053400,2466,1766,1213,553
14000US36047053500,3133,575,477,98
14000US36047053700,3609,253,185,68
14000US36047053800,2667,2513,1643,870
14000US36047053900,1996,487,423,64
14000US36047054200,2173,1835,1276,559
14000US36047054300,202,81,15,66
14000US36047054400,1825,1662,1104,558
14000US36047054500,7106,1032,769,263
14000US36047054600,2219,2563,1538,1025
14000US36047054700,4524,1200,632,568
14000US36047054800,1328,762,630,132
14000US36047054900,3393,778,238,540
14000US36047055000,1469,1913,1021,892
14000US36047055100,4245,1116,488,628
14000US36047055200,1526,1951,1269,682
14000US36047055300,2170,570,293,277
14000US36047055400,1584,2744,1480,1264
14000US36047055500,5580,2116,788,1328
14000US36047055600,1847,1550,1096,454
14000US36047055700,1375,606,297,309
14000US36047055800,1339,1153,866,287
14000US36047056000,1654,1828,1233,595
14000US36047056100,2760,778,388,390
14000US36047056200,1195,460,455,5
14000US36047056300,3952,1438,595,843
14000US36047056400,1526,997,812,185
14000US36047056500,2360,796,363,433
14000US36047056600,1524,1225,914,311
14000US36047056800,900,555,457,98
14000US36047056900,1262,429,185,244
14000US36047057000,2232,1297,1082,215
14000US36047057100,2789,1249,886,363
14000US36047057200,4005,1517,1033,484
14000US36047057300,1830,627,344,283
14000US36047057400,1393,1465,1108,357
14000US36047057500,2728,1255,671,584
14000US36047057600,1277,1764,1210,554
14000US36047057800,1393,1867,1105,762
14000US36047057900,808,357,110,247
14000US36047058000,2055,2347,1468,879
14000US36047058200,981,1561,914,647
14000US36047058400,1441,2038,1536,502
14000US36047058600,1053,1719,1200,519
14000US36047058800,1201,2068,1654,414
14000US36047058900,1245,446,304,142
14000US36047059000,774,1060,617,443
14000US36047059100,2860,778,462,316
14000US36047059200,1545,2607,1642,965
14000US36047059300,1552,470,220,250
14000US36047059401,2412,4984,3470,1514
14000US36047059402,2186,3213,2338,875
14000US36047059600,1061,1381,1101,280
14000US36047059800,1637,1969,1461,508
14000US36047060000,2283,3994,2687,1307
14000US36047060600,917,1894,1308,586
14000US36047060800,1433,2112,1378,734
14000US36047061002,1437,3461,2908,553
14000US36047061003,793,876,432,444
14000US36047061004,1567,4654,2959,1695
14000US36047061200,644,421,402,19
14000US36047061600,775,690,658,32
14000US36047062000,904,912,699,213
14000US36047062200,1474,1241,997,244
14000US36047062600,1583,1286,839,447
14000US36047062800,3730,688,582,106
14000US36047063200,1230,304,263,41
14000US36047063600,803,486,413,73
14000US36047063800,1319,704,517,187
14000US36047064000,1498,244,190,54
14000US36047064200,1146,1081,746,335
14000US36047064400,2180,675,490,185
14000US36047064600,1774,416,354,62
14000US36047064800,1692,502,393,109
14000US36047065000,895,747,475,272
14000US36047065200,1010,84,66,18
14000US36047065400,1150,287,194,93
14000US36047065600,1402,323,186,137
14000US36047065800,1141,657,482,175
14000US36047066000,1618,432,359,73
14000US36047066200,1069,432,336,96
14000US36047066600,0,0,0,0
14000US36047067000,1641,1293,923,370
14000US36047067200,853,787,591,196
14000US36047067400,1019,901,715,186
14000US36047067600,836,924,707,217
14000US36047067800,1515,1337,1194,143
14000US36047068000,1041,1144,660,484
14000US36047068200,1434,1398,942,456
14000US36047068600,1174,544,312,232
14000US36047068800,1097,622,456,166
14000US36047069000,1278,804,578,226
14000US36047069200,1509,1225,893,332
14000US36047069601,2059,1189,949,240
14000US36047069602,3689,2123,1726,397
14000US36047069800,977,472,305,167
14000US36047070000,1231,373,309,64
14000US36047070201,4536,1866,1725,141
14000US36047070202,0,8,0,8
14000US36047070203,0,0,0,0
14000US36047070600,2501,636,575,61
14000US36047072000,976,1043,744,299
14000US36047072200,1497,1384,1119,265
14000US36047072400,1017,962,762,200
14000US36047072600,1049,1294,1090,204
14000US36047072800,1999,1947,1570,377
14000US36047073000,1190,1088,849,239
14000US36047073200,1145,1050,833,217
14000US36047073400,1082,694,639,55
14000US36047073600,1574,1624,1269,355
14000US36047073800,2500,1477,953,524
14000US36047074000,1581,2017,1557,460
14000US36047074200,2273,863,685,178
14000US36047074400,2333,444,186,258
14000US36047074600,1886,691,402,289
14000US36047074800,1636,321,241,80
14000US36047075000,2198,659,399,260
14000US36047075200,904,127,127,0
14000US36047075400,1114,180,162,18
14000US36047075600,1616,534,354,180
14000US36047075800,1094,559,406,153
14000US36047076000,1853,1077,767,310
14000US36047076200,2212,2073,1262,811
14000US36047076400,2073,1529,976,553
14000US36047076600,1187,916,582,334
14000US36047076800,1958,1261,715,546
14000US36047077000,1693,1127,548,579
14000US36047077200,2091,1023,588,435
14000US36047077400,1812,1438,898,540
14000US36047077600,2027,1705,1332,373
14000US36047078000,1161,1000,812,188
14000US36047078200,2518,2405,1337,1068
14000US36047078400,1167,1219,872,347
14000US36047078600,2377,2376,1610,766
14000US36047078800,1895,1633,1030,603
14000US36047079000,2606,2490,1523,967
14000US36047079200,2142,1346,897,449
14000US36047079400,798,918,693,225
14000US36047079601,2185,2351,1473,878
14000US36047079602,2379,2418,1459,959
14000US36047079801,1946,923,583,340
14000US36047079802,3193,2248,1110,1138
14000US36047080000,2462,1227,840,387
14000US36047080200,2648,1930,1278,652
14000US36047080400,1940,1251,762,489
14000US36047080600,2045,1310,830,480
14000US36047080800,967,359,240,119
14000US36047081000,1509,813,598,215
14000US36047081400,1225,1545,1142,403
14000US36047081600,1152,1501,948,553
14000US36047081800,2286,2242,1120,1122
14000US36047082000,2643,2532,1469,1063
14000US36047082200,3705,3465,2219,1246
14000US36047082400,2495,2415,1414,1001
14000US36047082600,2501,2410,1774,636
14000US36047082800,2140,1566,983,583
14000US36047083000,2640,3666,1630,2036
14000US36047083200,1045,1082,799,283
14000US36047083400,872,873,679,194
14000US36047083600,966,1051,854,197
14000US36047083800,969,1104,795,309
14000US36047084000,1151,1369,1012,357
14000US36047084600,1030,993,762,231
14000US36047084800,897,804,591,213
14000US36047085000,750,739,621,118
14000US36047085200,26,0,0,0
14000US36047085400,997,969,714,255
14000US36047085600,1370,2014,1288,726
14000US36047085800,995,1112,870,242
14000US36047086000,1691,1936,1165,771
14000US36047086200,1060,1761,1171,590
14000US36047086400,993,1350,989,361
14000US36047086600,1433,1712,1075,637
14000US36047086800,1658,1755,1000,755
14000US36047087000,1505,1620,982,638
14000US36047087200,1758,1372,971,401
14000US36047087401,2129,1630,1196,434
14000US36047087600,1103,606,485,121
14000US36047087800,1315,1332,824,508
14000US36047088000,1643,1082,814,268
14000US36047088200,3312,3041,2026,1015
14000US36047088400,2159,2242,1255,987
14000US36047088600,1877,2212,1311,901
14000US36047088800,1734,2352,1505,847
14000US36047089000,2979,2933,1700,1233
14000US36047089200,2018,1247,782,465
14000US36047089400,1968,1286,719,567
14000US36047089600,1682,1478,776,702
14000US36047089800,1133,687,442,245
14000US36047090000,2892,1020,706,314
14000US36047090200,2307,1002,625,377
14000US36047090600,2666,629,378,251
14000US36047090800,5057,935,356,579
14000US36047091000,3437,759,490,269
14000US36047091200,4806,783,523,260
14000US36047091600,2604,877,364,513
14000US36047091800,1433,817,459,358
14000US36047092000,1881,642,407,235
14000US36047092200,1825,712,504,208
14000US36047092400,1788,865,431,434
14000US36047092800,1353,1669,1437,232
14000US36047093000,1446,1622,1141,481
14000US36047093200,336,788,475,313
14000US36047093400,1191,1273,1007,266
14000US36047093600,750,942,718,224
14000US36047093800,1098,1378,972,406
14000US36047094401,1641,1893,1546,347
14000US36047094402,2692,556,432,124
14000US36047094600,1055,892,779,113
14000US36047095000,1393,1358,1070,288
14000US36047095400,2276,2013,1489,524
14000US36047095600,2347,2160,1609,551
14000US36047095800,1632,1713,1457,256
14000US36047096000,0,0,0,0
14000US36047096200,1036,802,528,274
14000US36047096400,946,1032,768,264
14000US36047096600,1418,1216,785,431
14000US36047096800,1044,669,521,148
14000US36047097000,1408,1460,1041,419
14000US36047097400,1668,1075,734,341
14000US36047098200,3944,588,483,105
14000US36047098400,1029,969,814,155
14000US36047098600,1515,1341,939,402
14000US36047098800,1722,1643,1187,456
14000US36047099000,906,838,603,235
14000US36047099200,1185,1126,859,267
14000US36047099400,1002,1124,805,319
14000US36047099600,1769,1992,1384,608
14000US36047099800,1805,1783,1306,477
14000US36047100400,1395,1282,1016,266
14000US36047100600,1386,1224,897,327
14000US36047100800,1353,897,708,189
14000US36047101000,1093,1191,1010,181
14000US36047101200,1074,1214,866,348
14000US36047101400,1084,1094,903,191
14000US36047101600,886,829,464,365
14000US36047101800,1393,902,728,174
14000US36047102000,1147,1070,839,231
14000US36047102200,1092,1079,808,271
14000US36047102400,1209,1046,820,226
14000US36047102600,1600,1423,1084,339
14000US36047102800,727,953,671,282
14000US36047103400,4009,285,264,21
14000US36047105801,3927,1882,1736,146
14000US36047105804,4847,1897,1490,407
14000US36047107000,1701,629,512,117
14000US36047107800,2895,1767,1400,367
14000US36047109800,1460,899,518,381
14000US36047110400,3130,1277,947,330
14000US36047110600,3668,523,339,184
14000US36047111000,2744,242,156,86
14000US36047111600,2520,1104,547,557
14000US36047111800,2445,1194,800,394
14000US36047112000,1784,1321,692,629
14000US36047112200,1972,1196,692,504
14000US36047112400,2144,910,578,332
14000US36047112600,2089,1148,810,338
14000US36047112800,2278,1486,856,630
14000US36047113000,2296,1403,956,447
14000US36047113200,1081,892,744,148
14000US36047113400,2444,661,413,248
14000US36047114201,884,670,336,334
14000US36047114202,2189,822,535,287
14000US36047114400,1567,978,374,604
14000US36047114600,1664,1188,602,586
14000US36047115000,1611,946,573,373
14000US36047115200,2187,935,694,241
14000US36047115600,3207,717,375,342
14000US36047115800,1641,1237,623,614
14000US36047116000,1746,578,278,300
14000US36047116200,1715,714,425,289
14000US36047116400,2740,856,580,276
14000US36047116600,1787,1341,735,606
14000US36047116800,1153,875,507,368
14000US36047117000,900,891,396,495
14000US36047117201,1764,981,549,432
14000US36047117202,2201,1555,781,774
14000US36047117400,2276,1867,989,878
14000US36047117601,1724,1479,817,662
14000US36047117602,1669,1172,592,580
14000US36047117800,898,796,445,351
14000US36047118000,0,0,0,0
14000US36047118201,1844,1024,667,357
14000US36047118202,1837,1480,831,649
14000US36047118400,2797,2308,1488,820
14000US36047118600,1519,1441,908,533
14000US36047118800,2047,2489,1489,1000
14000US36047119000,1314,906,521,385
14000US36047119200,1733,1357,741,616
14000US36047119400,3227,1665,1073,592
14000US36047119600,2554,2439,1557,882
14000US36047119800,2443,1228,640,588
14000US36047120000,1570,1060,554,506
14000US36047120200,902,1031,487,544
14000US36047120800,6790,3623,2383,1240
14000US36047121000,3658,538,436,102
14000US36047121400,3882,938,507,431
14000US36047122000,4009,1936,1084,852
14000US36047123700,6565,401,202,199
14000US36047150200,2385,266,101,165
14000US36047152200,2597,1120,671,449
14000US36047990100,0,0,0,0
14000US36061000100,0,0,0,0
14000US36061000201,1582,1168,735,433
14000US36061000202,5450,2323,1563,760
14000US36061000500,0,0,0,0
14000US36061000600,4457,5381,3668,1713
14000US36061000700,6887,1614,433,1181
14000US36061000800,2757,6558,3697,2861
14000US36061000900,1329,467,226,241
14000US36061001001,1327,219,155,64
14000US36061001002,4031,1126,718,408
14000US36061001200,2854,1314,1012,302
14000US36061001300,3191,1264,632,632
14000US36061001401,2393,631,428,203
14000US36061001402,1685,1256,953,303
14000US36061001501,4863,2535,1720,815
14000US36061001502,6618,1691,994,697
14000US36061001600,2772,4196,2472,1724
14000US36061001800,3820,2968,1541,1427
14000US36061002000,3380,1206,625,581
14000US36061002100,5102,1564,711,853
14000US36061002201,4714,1851,1308,543
14000US36061002202,1607,492,223,269
14000US36061002400,3356,836,451,385
14000US36061002500,3470,2013,1399,614
14000US36061002601,2526,962,735,227
14000US36061002602,2830,1116,573,543
14000US36061002700,612,729,468,261
14000US36061002800,5315,1450,1033,417
14000US36061002900,2833,3091,2071,1020
14000US36061003001,2743,1072,459,613
14000US36061003002,1936,1003,678,325
14000US36061003100,1986,539,308,231
14000US36061003200,5953,1861,1164,697
14000US36061003300,4124,1100,610,490
14000US36061003400,5422,1147,723,424
14000US36061003601,2002,1130,807,323
14000US36061003602,2477,735,339,396
14000US36061003700,2216,450,166,284
14000US36061003800,6652,2275,1104,1171
14000US36061003900,5788,1143,424,719
14000US36061004000,6298,1807,552,1255
14000US36061004100,4266,3731,2038,1693
14000US36061004200,4151,1233,307,926
14000US36061004300,2652,1316,676,640
14000US36061004400,13015,3579,1589,1990
14000US36061004500,689,291,176,115
14000US36061004700,1843,631,298,333
14000US36061004800,5011,1219,345,874
14000US36061004900,3297,1107,447,660
14000US36061005000,4010,738,378,360
14000US36061005200,2580,741,419,322
14000US36061005400,3652,1116,596,520
14000US36061005501,3094,1633,810,823
14000US36061005502,1538,287,76,211
14000US36061005600,3744,506,338,168
14000US36061005700,2321,435,240,195
14000US36061005800,3361,954,419,535
14000US36061005900,4473,931,407,524
14000US36061006000,4596,1145,436,709
14000US36061006100,4070,677,237,440
14000US36061006200,2705,1739,413,1326
14000US36061006300,5581,812,470,342
14000US36061006400,6466,1177,730,447
14000US36061006500,5304,1033,374,659
14000US36061006600,8707,3132,2259,873
14000US36061006700,4442,989,433,556
14000US36061006800,6782,1094,490,604
14000US36061006900,2096,389,208,181
14000US36061007000,6367,1934,1056,878
14000US36061007100,4545,985,488,497
14000US36061007200,5421,2221,1188,1033
14000US36061007300,4714,1045,160,885
14000US36061007400,3441,1087,404,683
14000US36061007500,3035,568,250,318
14000US36061007600,1319,773,187,586
14000US36061007700,5124,847,400,447
14000US36061007800,6465,2957,1109,1848
14000US36061007900,3911,514,258,256
14000US36061008000,3894,1070,674,396
14000US36061008100,5702,1779,860,919
14000US36061008200,2386,855,643,212
14000US36061008300,2784,902,461,441
14000US36061008400,1001,745,263,482
14000US36061008601,1931,984,347,637
14000US36061008602,0,0,0,0
14000US36061008603,3606,794,446,348
14000US36061008700,4632,1924,878,1046
14000US36061008800,4852,2564,1237,1327
14000US36061008900,3588,1825,696,1129
14000US36061009000,5330,2303,1280,1023
14000US36061009100,4851,1447,807,640
14000US36061009200,1013,461,253,208
14000US36061009300,6905,2535,1679,856
14000US36061009400,34,37,19,18
14000US36061009500,2466,676,142,534
14000US36061009600,99,78,45,33
14000US36061009700,3715,1253,855,398
14000US36061009800,5721,1581,790,791
14000US36061009900,4299,1682,500,1182
14000US36061010000,1285,456,205,251
14000US36061010100,745,628,159,469
14000US36061010200,113,9,5,4
14000US36061010300,1314,751,286,465
14000US36061010400,506,305,169,136
14000US36061010601,5671,1420,1032,388
14000US36061010602,3407,1452,478,974
14000US36061010800,7313,1733,825,908
14000US36061010900,108,64,27,37
14000US36061011000,5576,1923,977,946
14000US36061011100,2685,2072,985,1087
14000US36061011201,597,246,128,118
14000US36061011202,331,84,41,43
14000US36061011203,805,298,130,168
14000US36061011300,61,37,17,20
14000US36061011401,915,258,158,100
14000US36061011402,1531,349,232,117
14000US36061011500,2054,1609,664,945
14000US36061011600,2441,1099,446,653
14000US36061011700,2435,1756,713,1043
14000US36061011800,7049,1937,1019,918
14000US36061011900,871,200,126,74
14000US36061012000,2637,507,307,200
14000US36061012100,5864,1899,616,1283
14000US36061012200,1986,487,352,135
14000US36061012400,7095,2687,1213,1474
14000US36061012500,1079,1232,490,742
14000US36061012600,11134,1486,774,712
14000US36061012700,5151,1556,732,824
14000US36061012800,4677,707,422,285
14000US36061012900,5014,3337,1449,1888
14000US36061013000,2522,792,522,270
14000US36061013100,1712,1076,446,630
14000US36061013200,7949,3050,1455,1595
14000US36061013300,3964,2264,1258,1006
14000US36061013400,8667,2693,1305,1388
14000US36061013500,6082,3623,1799,1824
14000US36061013600,12250,3237,1498,1739
14000US36061013700,4206,1788,711,1077
14000US36061013800,9717,2496,1255,1241
14000US36061013900,7453,3071,1642,1429
14000US36061014000,5894,1300,664,636
14000US36061014200,4030,1080,620,460
14000US36061014300,2,0,0,0
14000US36061014401,3916,804,535,269
14000US36061014402,5740,1206,584,622
14000US36061014500,4335,1818,618,1200
14000US36061014601,3006,1176,433,743
14000US36061014602,6074,1757,990,767
14000US36061014700,2212,1263,454,809
14000US36061014801,2216,594,401,193
14000US36061014802,5322,1182,646,536
14000US36061014900,3895,1097,562,535
14000US36061015001,1853,432,324,108
14000US36061015002,3622,956,713,243
14000US36061015100,6897,3246,1758,1488
14000US36061015200,5461,2355,1101,1254
14000US36061015300,8085,1679,890,789
14000US36061015400,10694,3440,1783,1657
14000US36061015500,8024,2266,1187,1079
14000US36061015601,3634,1496,655,841
14000US36061015602,1948,485,268,217
14000US36061015700,7408,2178,739,1439
14000US36061015801,4227,872,509,363
14000US36061015802,3146,1207,467,740
14000US36061015900,7501,2016,1105,911
14000US36061016001,2912,553,453,100
14000US36061016002,2493,928,224,704
14000US36061016100,4739,1542,652,890
14000US36061016200,7712,1700,1032,668
14000US36061016300,5324,1943,950,993
14000US36061016400,5654,1820,683,1137
14000US36061016500,5045,1467,691,776
14000US36061016600,4830,1547,888,659
14000US36061016700,5001,1188,768,420
14000US36061016800,4138,977,516,461
14000US36061016900,6806,1569,569,1000
14000US36061017000,5706,2123,1249,874
14000US36061017100,7266,1428,948,480
14000US36061017200,3789,1341,514,827
14000US36061017300,6316,1264,654,610
14000US36061017401,3726,908,528,380
14000US36061017402,1922,453,254,199
14000US36061017500,9131,1427,800,627
14000US36061017700,7370,1895,1112,783
14000US36061017800,2973,1014,251,763
14000US36061017900,6303,1964,1154,810
14000US36061018000,5944,1478,755,723
14000US36061018100,6955,1541,1020,521
14000US36061018200,6054,1848,1013,835
14000US36061018300,5921,1906,1001,905
14000US36061018400,5691,1425,732,693
14000US36061018500,3644,1249,383,866
14000US36061018600,5801,1108,543,565
14000US36061018700,6938,1670,908,762
14000US36061018800,3867,1570,451,1119
14000US36061018900,8143,3511,1988,1523
14000US36061019000,2635,1099,829,270
14000US36061019100,7301,2456,1238,1218
14000US36061019200,2788,1014,389,625
14000US36061019300,6935,3320,1878,1442
14000US36061019400,4706,1460,754,706
14000US36061019500,4984,2183,1041,1142
14000US36061019600,3316,994,397,597
14000US36061019701,388,251,77,174
14000US36061019702,1736,742,514,228
14000US36061019800,2050,595,379,216
14000US36061019900,6260,2526,717,1809
14000US36061020000,2744,862,508,354
14000US36061020101,1598,256,77,179
14000US36061020102,2933,1204,693,511
14000US36061020300,2485,1122,194,928
14000US36061020500,3841,1276,466,810
14000US36061020600,2655,777,432,345
14000US36061020701,1947,1094,168,926
14000US36061020800,3871,1561,425,1136
14000US36061020901,2511,1000,478,522
14000US36061021000,6582,958,454,504
14000US36061021100,7972,2852,1256,1596
14000US36061021200,3329,783,432,351
14000US36061021303,4286,1997,1060,937
14000US36061021400,2746,627,307,320
14000US36061021500,3451,945,412,533
14000US36061021600,6647,2126,970,1156
14000US36061021703,11,0,0,0
14000US36061021800,4821,1415,627,788
14000US36061021900,4215,1793,690,1103
14000US36061022000,4431,1647,829,818
14000US36061022102,1992,613,506,107
14000US36061022200,2593,776,376,400
14000US36061022301,4368,3924,2085,1839
14000US36061022302,1735,1440,804,636
14000US36061022400,6148,1438,623,815
14000US36061022500,6646,3688,2172,1516
14000US36061022600,4117,837,333,504
14000US36061022700,3807,1411,614,797
14000US36061022800,5117,1045,535,510
14000US36061022900,5697,3508,1338,2170
14000US36061023000,6226,2491,1377,1114
14000US36061023100,4503,2304,1081,1223
14000US36061023200,6749,2320,884,1436
14000US36061023300,4441,2779,1290,1489
14000US36061023400,3614,1458,633,825
14000US36061023501,4783,2261,951,1310
14000US36061023502,1430,556,226,330
14000US36061023600,6770,991,558,433
14000US36061023700,3512,3170,1777,1393
14000US36061023801,2843,3511,1012,2499
14000US36061023802,3343,2743,534,2209
14000US36061023900,1436,1345,574,771
14000US36061024000,1657,352,194,158
14000US36061024100,4562,4118,2068,2050
14000US36061024200,3896,1107,407,700
14000US36061024301,2874,1784,665,1119
14000US36061024302,5555,2201,1389,812
14000US36061024500,7955,6762,3281,3481
14000US36061024700,3576,3727,1945,1782
14000US36061024900,588,459,280,179
14000US36061025100,1511,1324,643,681
14000US36061025300,7131,6441,3227,3214
14000US36061025500,3557,2442,1622,820
14000US36061025700,3527,1098,580,518
14000US36061025900,2587,1144,705,439
14000US36061026100,5793,7352,3486,3866
14000US36061026300,4443,4734,2400,2334
14000US36061026500,4887,3064,1962,1102
14000US36061026700,1382,612,300,312
14000US36061026900,3650,5336,2810,2526
14000US36061027100,4228,4578,2211,2367
14000US36061027300,5401,1524,874,650
14000US36061027500,2467,903,647,256
14000US36061027700,3567,2971,1903,1068
14000US36061027900,5489,6564,3444,3120
14000US36061028100,2508,908,551,357
14000US36061028300,3870,4079,2096,1983
14000US36061028500,3890,4017,2042,1975
14000US36061028700,2370,1861,1036,825
14000US36061029100,6054,6111,2856,3255
14000US36061029300,4530,4867,2384,2483
14000US36061029500,5258,2924,1631,1293
14000US36061029700,15,7,2,5
14000US36061029900,2155,1582,1227,355
14000US36061030300,2631,1904,962,942
14000US36061030700,2964,956,671,285
14000US36061030900,6283,4310,2214,2096
14000US36061031100,0,0,0,0
14000US36061031703,4152,1631,571,1060
14000US36061031704,6982,3242,1673,1569
14000US36061031900,0,0,0,0
14000US36081000100,6029,3476,1290,2186
14000US36081000200,1679,1340,672,668
14000US36081000400,1995,2481,1384,1097
14000US36081000600,2046,2061,1127,934
14000US36081000700,4592,1744,984,760
14000US36081000800,1589,1604,1023,581
14000US36081001000,2015,2603,1211,1392
14000US36081001200,1854,1724,1036,688
14000US36081001400,2465,1843,1102,741
14000US36081001600,1264,1156,836,320
14000US36081001800,1416,1380,768,612
14000US36081001900,2596,1762,698,1064
14000US36081002000,713,1008,696,312
14000US36081002200,1171,1143,664,479
14000US36081002400,1155,1227,762,465
14000US36081002500,4676,2126,1629,497
14000US36081002600,1216,1056,481,575
14000US36081002800,1730,1843,924,919
14000US36081003000,747,777,523,254
14000US36081003100,685,459,304,155
14000US36081003200,808,956,689,267
14000US36081003300,1973,1596,655,941
14000US36081003400,1534,1078,679,399
14000US36081003600,1682,1902,875,1027
14000US36081003700,0,0,0,0
14000US36081003800,1477,1280,648,632
14000US36081003900,909,530,235,295
14000US36081004001,1347,1018,642,376
14000US36081004002,856,603,410,193
14000US36081004200,1796,2220,1428,792
14000US36081004300,1734,549,280,269
14000US36081004401,1866,1866,1115,751
14000US36081004500,2013,1181,894,287
14000US36081004700,2616,1049,645,404
14000US36081005000,39,10,10,0
14000US36081005100,703,1163,662,501
14000US36081005200,1484,1333,859,474
14000US36081005300,3052,2040,1048,992
14000US36081005400,3537,2325,1640,685
14000US36081005500,461,491,249,242
14000US36081005700,2494,1718,868,850
14000US36081005800,4011,2344,1668,676
14000US36081005900,2398,1659,908,751
14000US36081006100,3437,2111,1186,925
14000US36081006201,4494,1099,828,271
14000US36081006202,4976,1483,1197,286
14000US36081006300,3789,1901,1073,828
14000US36081006501,2194,1256,624,632
14000US36081006502,2214,1280,811,469
14000US36081006900,2349,1350,709,641
14000US36081007100,1933,1411,822,589
14000US36081007300,2286,1647,733,914
14000US36081007500,2461,1498,1023,475
14000US36081007700,1165,691,272,419
14000US36081007900,1366,1319,789,530
14000US36081008100,690,579,214,365
14000US36081008300,1312,1097,616,481
14000US36081008500,475,408,213,195
14000US36081008600,1788,1058,651,407
14000US36081008700,2936,1116,704,412
14000US36081008800,2299,1364,907,457
14000US36081009100,1306,997,509,488
14000US36081009400,1145,1624,1109,515
14000US36081009500,1504,772,438,334
14000US36081009600,1537,1985,1508,477
14000US36081009700,2532,1161,759,402
14000US36081009800,752,1953,1124,829
14000US36081009900,0,0,0,0
14000US36081010000,1222,2464,1588,876
14000US36081010100,1647,735,521,214
14000US36081010200,1125,1692,1143,549
14000US36081010300,2604,1532,1004,528
14000US36081010400,1109,1905,1234,671
14000US36081010500,2302,2220,1428,792
14000US36081010600,1156,2577,1487,1090
14000US36081010701,0,0,0,0
14000US36081010800,1142,2222,1315,907
14000US36081011000,1053,2181,1356,825
14000US36081011100,2062,1054,625,429
14000US36081011200,1015,1264,881,383
14000US36081011300,2405,2058,1277,781
14000US36081011400,658,645,384,261
14000US36081011500,1697,741,504,237
14000US36081011600,736,1244,779,465
14000US36081011700,2335,1239,808,431
14000US36081011800,949,1573,877,696
14000US36081011900,919,490,281,209
14000US36081012000,942,1423,813,610
14000US36081012100,1494,540,411,129
14000US36081012200,1177,1951,1115,836
14000US36081012301,1805,977,578,399
14000US36081012400,1613,1761,1115,646
14000US36081012500,953,809,487,322
14000US36081012601,1240,1510,722,788
14000US36081012602,1410,1382,876,506
14000US36081012800,1281,1099,711,388
14000US36081013000,992,696,441,255
14000US36081013200,1348,917,506,411
14000US36081013400,3071,1607,1160,447
14000US36081013500,886,420,326,94
14000US36081013600,1362,512,402,110
14000US36081013700,1153,620,485,135
14000US36081013800,1761,1847,1232,615
14000US36081014000,2453,1313,835,478
14000US36081014100,999,637,361,276
14000US36081014201,2026,2308,1078,1230
14000US36081014202,1194,1662,824,838
14000US36081014300,2020,1752,901,851
14000US36081014400,913,1002,569,433
14000US36081014500,1355,1057,615,442
14000US36081014700,1829,939,690,249
14000US36081014800,632,1087,727,360
14000US36081014900,1083,759,431,328
14000US36081015000,731,2168,1306,862
14000US36081015100,1562,1051,738,313
14000US36081015200,1139,1683,972,711
14000US36081015300,1051,882,575,307
14000US36081015400,546,1624,1068,556
14000US36081015500,1482,876,483,393
14000US36081015600,1062,1846,1278,568
14000US36081015700,574,731,348,383
14000US36081015801,1580,2166,1468,698
14000US36081015802,1572,3300,2365,935
14000US36081015900,2033,1389,680,709
14000US36081016100,1108,1189,605,584
14000US36081016300,2360,1159,571,588
14000US36081016400,1304,2482,1803,679
14000US36081016600,1804,2180,1799,381
14000US36081016800,1551,1706,1282,424
14000US36081016900,3017,2666,1092,1574
14000US36081017000,861,1761,1189,572
14000US36081017100,38,13,0,13
14000US36081017200,1030,883,704,179
14000US36081017400,958,1327,852,475
14000US36081017600,1246,889,713,176
14000US36081017800,1350,907,650,257
14000US36081017900,493,526,158,368
14000US36081018000,740,588,392,196
14000US36081018101,1887,1610,671,939
14000US36081018102,2017,1294,623,671
14000US36081018200,1390,1109,757,352
14000US36081018300,3410,2654,1236,1418
14000US36081018401,1476,638,445,193
14000US36081018402,1579,852,591,261
14000US36081018501,1898,1284,688,596
14000US36081018502,1788,1579,718,861
14000US36081018600,1342,527,306,221
